Treatment of Disease	It was observed that DBYW and/or @FORMULA@ served to ameliorate MPTP-induced @DISEASE@ and prevent the loss of substantia nigra dopamine neurons, as well as increase ATP level in the midbrain tissue and downregulate SUR1 expression at mRNA and protein levels with no marked influence on Kir6.2.
Treatment of Disease	It was observed that @FORMULA@ and/or QZS served to ameliorate MPTP-induced behavioral impairment and prevent the @DISEASE@, as well as increase ATP level in the midbrain tissue and downregulate SUR1 expression at mRNA and protein levels with no marked influence on Kir6.2.
Treatment of Disease	It was observed that DBYW and/or @FORMULA@ served to ameliorate MPTP-induced behavioral impairment and prevent the @DISEASE@, as well as increase ATP level in the midbrain tissue and downregulate SUR1 expression at mRNA and protein levels with no marked influence on Kir6.2.
Treatment of Disease	These results indicate that @FORMULA@ exerts antipyretic activity in @DISEASE@ mice and virus reducing effect at an early phase of the infection through probably augmentation of the virus-bound natural antibodies.
Treatment of Disease	These results indicate that @FORMULA@ exerts antipyretic activity in influenza virus-infected mice and virus reducing effect at an early phase of the @DISEASE@ through probably augmentation of the virus-bound natural antibodies.
Treatment of Disease	These Chinese remedies showed protective effects for osteopenia, with better indices on @DISEASE@ than @FORMULA@ alone in the osteopenia rats.
Treatment of Disease	These Chinese remedies showed protective effects for @DISEASE@, with better indices on bone loss of the limbs than @FORMULA@ alone in the osteopenia rats.
Treatment of Disease	CONCLUSION: @FORMULA@ can improve symptoms of @DISEASE@ by regulating the cAMP-PKA signaling pathway and increasing AQP5 and M3R levels.
Treatment of Disease	CONCLUSION: @FORMULA@ can promote nerve proliferation in rats with @DISEASE@.
Treatment of Disease	These results indicate that @FORMULA@ mediates various pathways such as inhibition of apoptosis, regulation of oxygen balance, inhibition of excitatory toxicity and maintenance of basic cell functions to improve @DISEASE@ by regulating Rap1 signaling pathway.
Treatment of Disease	Arachidonic acid metabonomics study for understanding therapeutic mechanism of @FORMULA@ on rat model of @DISEASE@.
Treatment of Disease	This metabolomic study also demonstrated that @FORMULA@ had therapeutic effectiveness for @DISEASE@ through partly reversing the inflammation reaction and amino acid metabolism dysfunction.
Treatment of Disease	This metabolomic study also demonstrated that @FORMULA@ had therapeutic effectiveness for AS through partly reversing the @DISEASE@ reaction and amino acid metabolism dysfunction.
Treatment of Disease	This metabolomic study also demonstrated that @FORMULA@ had therapeutic effectiveness for AS through partly reversing the inflammation reaction and @DISEASE@.
Treatment of Disease	CONCLUSION: @FORMULA@ played an important role in regulating the anti-virus process, regulating immunity, inhibiting @DISEASE@ and regulating apoptosis through the interrelated regulation mechanism of multi-components and multi-targets, to treat patients with severe COVID-19.
Treatment of Disease	CONCLUSION: @FORMULA@ played an important role in regulating the anti-virus process, regulating immunity, inhibiting inflammation and regulating apoptosis through the interrelated regulation mechanism of multi-components and multi-targets, to treat patients with @DISEASE@.
Treatment of Disease	CONCLUSION: @FORMULA@ had a protective effect on @DISEASE@ via regulating HIF-1 signaling pathway and other important pathways.
Treatment of Disease	@FORMULA@ as an original treatment for @DISEASE@ in climacteric women: a prospective clinical observation.
Treatment of Disease	The inhibitory effect of @FORMULA@ on 45Ca content may play an important role in the treatment of @DISEASE@.
Treatment of Disease	Some CHMs prescriptions (Yan Hu Suo, Bei Mu, Da Huang, Dang Shen, Fu-Zi, @FORMULA@, Dang-Gui-Nian-Tong-Tang, Jia-Wei-Xiao-Yao-San, Gan-Lu-Yin, and Gui-Zhi-Shao-Yao-Zhi-Mu-Tang) were associated with reduced @DISEASE@ risk.
Treatment of Disease	Some CHMs prescriptions (Yan Hu Suo, Bei Mu, Da Huang, Dang Shen, Fu-Zi, Shu-Jing-Huo-Xue-Tang, Dang-Gui-Nian-Tong-Tang, @FORMULA@, Gan-Lu-Yin, and Gui-Zhi-Shao-Yao-Zhi-Mu-Tang) were associated with reduced @DISEASE@ risk.
Treatment of Disease	Some CHMs prescriptions (Yan Hu Suo, Bei Mu, Da Huang, Dang Shen, Fu-Zi, Shu-Jing-Huo-Xue-Tang, Dang-Gui-Nian-Tong-Tang, Jia-Wei-Xiao-Yao-San, Gan-Lu-Yin, and @FORMULA@) were associated with reduced @DISEASE@ risk.
Treatment of Disease	These metabolites changes and the core targets changes, as well as the metabolite-target pathway network provide insights into the mechanisms of @FORMULA@ treating @DISEASE@, and further studies are needed to validate the bioactive compounds responsible for the anti-nephrotic syndrome effect of FHD.
Association	CONCLUSION: @FORMULA@ can protect and repair damage in the network of ACh, SP, NO and VIP nerves in rats with @DISEASE@, which may be one of mechanisms involved in promoting gastrointestinal motility by DCQD.
Treatment of Disease	CONCLUSION: There is some encouraging evidence that the combination of @FORMULA@ and Mifepristone can benefit patients by treating @DISEASE@.
Treatment of Disease	Mechanisms of @FORMULA@ in Treating @DISEASE@: Perspective from Bone Marrow Mesenchymal Stem Cells.
Treatment of Disease	CONCLUSIONS: @FORMULA@ showed good efficacy, safety and tolerability in patients affected by @DISEASE@.
Treatment of Disease	CONCLUSIONS: This study provides more evidence to support the clinical application of @FORMULA@, which has reliable interventional effects on @DISEASE@ EMT.
Treatment of Disease	CONCLUSION: @FORMULA@ treatment is markedly effective in improving QoL in patients with @DISEASE@.
Treatment of Disease	@FORMULA@ exerts its regulative effects in chronic allergic asthmatic mice via its anti-inflammatory activity and by inhibiting the progression of @DISEASE@.
Treatment of Disease	@FORMULA@ exerts its regulative effects in @DISEASE@ mice via its anti-inflammatory activity and by inhibiting the progression of airway remodeling.
Treatment of Disease	Apoptosis of @DISEASE@ cells following treatment with @FORMULA@ and its components.
Treatment of Disease	In conclusion, @FORMULA@ can improve anxiety and @DISEASE@-like behavior in OVX combined with CUS model rats, and its mechanism is related to its anti-inflammatory effect by inhibiting M1 polarization of hippocampal microglia.
Treatment of Disease	In conclusion, @FORMULA@ can improve @DISEASE@ and depression-like behavior in OVX combined with CUS model rats, and its mechanism is related to its anti-inflammatory effect by inhibiting M1 polarization of hippocampal microglia.
Association	CONCLUSION: @FORMULA@ showed significant effects on preventing liver injury progression induced by CCl(4), and the closest or most suitable animal model for damp-heat @DISEASE@ syndrome may be the one induced by CCl(4).
Treatment of Disease	CONCLUSION: @FORMULA@ showed significant effects on preventing @DISEASE@ progression induced by CCl(4), and the closest or most suitable animal model for damp-heat jaundice syndrome may be the one induced by CCl(4).
Treatment of Disease	The combination of @FORMULA@ and cisplatin may represent a novel approach in treatment for @DISEASE@ and thus offer a new target for chemotherapy.
Treatment of Disease	CONCLUSION: @FORMULA@ treatment can alleviate the @DISEASE@ via inhibiting MMPs including MMP1, MMP3 and MMP9.
Treatment of Disease	CONCLUSION: @FORMULA@ may enhance the intestinal peristalsis, protect the gastrointestinal barrier function, reduce the bacteria and endotoxin translocation and the releasing of inflammation mediators, protect the function of body immunity, reduce the length of MV, the length of stay in ICU, and lower the 28-day mortality and average hospital expenses, and it can improve the prognosis of patients with @DISEASE@.
Association	To our knowledge, this is the first case of @DISEASE@ with @FORMULA@-induced pneumonia to be reported.
Cause of Side-effect	To our knowledge, this is the first case of autoimmune hepatitis with @FORMULA@-induced @DISEASE@ to be reported.
Treatment of Disease	[Changes in vasoactive intestinal polypeptide levels in @DISEASE@ and the influence of @FORMULA@].
Treatment of Disease	Morphological, DNA, and cell cycle analyses revealed two possible modes of action of @FORMULA@ to suppress the proliferation of @DISEASE@ cells; (a) it induces apoptosis in the early period of exposure and (b) it induces arrest at the G0/G1 phase in the late period of exposure.
Treatment of Disease	The network pharmacology method found that the active ingredients of @FORMULA@ for @DISEASE@ may be quercetin,geraniol,beta-sitosterol,nerol,and eriodictyol, and the mechanism may be related to three signal pathways including Wnt, MAPK, and PI3K-Akt-mTOR.
Treatment of Disease	@FORMULA@ Regulates Phospholipase Cgamma-1 and PI3K/Akt Signal in Colonic Mucosa from Rats with @DISEASE@.
Treatment of Disease	CONCLUSION: This study uncovered the underlying pharmacological mechanism of @FORMULA@ against @DISEASE@.
Cause of Side-effect	The results showed that @FORMULA@ presented a significant reporting odds ratio (ROR) signal [crude ROR 14, 95% confidence interval (CI) 12-17; p < 0.001], indicating @DISEASE@.
Treatment of Disease	Therefore, @FORMULA@ may be useful in the clinic as a protective agent to prevent cisplatin-induced @DISEASE@.
Treatment of Disease	This suggested a key role of IL-12 in the alleviation of @DISEASE@ in the @FORMULA@-treated mice.
Treatment of Disease	In conclusion, @FORMULA@ is a potent inhibitor of @DISEASE@ through inhibiting the pro-angiogenic effect of PDGF-BB.
Association	The WBN/kob rat is a useful study model for the @DISEASE@, and @FORMULA@ showed a protective effect against vascular injury in the susceptible rat.
Treatment of Disease	The WBN/kob rat is a useful study model for the complications of human diabetes, and @FORMULA@ showed a protective effect against @DISEASE@ in the susceptible rat.
Treatment of Disease	RESULTS: @FORMULA@ reduced the @DISEASE@.
Association	Therefore, our in vivo studies provide evidence on the role of SJDBT in cancer-associated anorexia and cachexia, thereby suggesting that @FORMULA@ may be useful for treating @DISEASE@-associated anorexia and cachexia.
Treatment of Disease	Therefore, our in vivo studies provide evidence on the role of SJDBT in cancer-associated anorexia and cachexia, thereby suggesting that @FORMULA@ may be useful for treating cancer-associated @DISEASE@ and cachexia.
Treatment of Disease	Therefore, our in vivo studies provide evidence on the role of SJDBT in cancer-associated anorexia and cachexia, thereby suggesting that @FORMULA@ may be useful for treating cancer-associated anorexia and @DISEASE@.
Treatment of Disease	CONCLUSION: @FORMULA@ may alleviate @DISEASE@ by inhibiting the expression of COX-2 in prostate tissues.
Treatment of Disease	@FORMULA@ appeared to be beneficial for @DISEASE@ and well-tolerated when taken concurrently with RP, such as antibiotics, bronchodilators (oral and inhaled), and mucolytics.
Treatment of Disease	CONCLUSION: @FORMULA@ might be useful for preventing the incidence of @DISEASE@ in patients with chronic hepatitis C being treated with IFN.
Association	CONCLUSION: @FORMULA@ might be useful for preventing the incidence of depression in patients with @DISEASE@ being treated with IFN.
Treatment of Disease	@FORMULA@ significantly reduced PC-induced and tuberculin-induced @DISEASE@ responses but not a SRBC-induced DTH response.
Treatment of Disease	Ji-zuso-ippo and Juzen-taiho-to suppressed mainly Jones-Mote's reaction, and @FORMULA@, Oren-gedoku-to and Jumi-haidoku-to intensively suppressed @DISEASE@.
Treatment of Disease	Ji-zuso-ippo and Juzen-taiho-to suppressed mainly Jones-Mote's reaction, and Unsei-in, @FORMULA@ and Jumi-haidoku-to intensively suppressed @DISEASE@.
Association	Ji-zuso-ippo and @FORMULA@ suppressed mainly Jones-Mote's reaction, and Unsei-in, Oren-gedoku-to and Jumi-haidoku-to intensively suppressed @DISEASE@.
Treatment of Disease	CONCLUSION: @FORMULA@ may target CCL2 and MMP1 via its active ingredients to exert its therapeutic effects on @DISEASE@.
Treatment of Disease	Effect of @FORMULA@ (TJ-41), a Japanese herbal medicine, on the survival of mice @DISEASE@.
Treatment of Disease	CONCLUSION: Our work demonstrated that @FORMULA@ can alleviate TNBS-induced @DISEASE@ in mice by inhibiting necroptosis through increasing RIPK3 O-GlcNAcylation.
Treatment of Disease	When @FORMULA@ extract was administered to 70% hepatectomized normal and @DISEASE@ rats, liver weight, the number of S-phase-cells and retinoid levels increased with time.
Treatment of Disease	In conclusion, @FORMULA@ can regulate intestinal flora and metabolites and relieve @DISEASE@ to control obesity and prevent type 2 diabetes.
Treatment of Disease	In conclusion, @FORMULA@ can regulate intestinal flora and metabolites and relieve chronic inflammation to control @DISEASE@ and prevent type 2 diabetes.
Treatment of Disease	In conclusion, @FORMULA@ can regulate intestinal flora and metabolites and relieve chronic inflammation to control obesity and prevent @DISEASE@.
Treatment of Disease	In conclusion, @FORMULA@ possessed antiviral activity against @DISEASE@.
Treatment of Disease	[Effect of association of @FORMULA@ with Hetaokun on liver and immunity of @DISEASE@ mouse].
Treatment of Disease	Thus, @FORMULA@ alleviates pulmonary inflammation to inhibit fibrotic pathology and should be considered as a candidate for the clinical treatment of @DISEASE@.
Treatment of Disease	Thus, @FORMULA@ alleviates @DISEASE@ to inhibit fibrotic pathology and should be considered as a candidate for the clinical treatment of PF.
Treatment of Disease	Thus, @FORMULA@ alleviates pulmonary inflammation to inhibit @DISEASE@ pathology and should be considered as a candidate for the clinical treatment of PF.
Association	[Hematopoietic effect of @FORMULA@ in the mice with blood deficiency induced by compound method of @DISEASE@, starved feeding and exhausting].
Association	[Hematopoietic effect of @FORMULA@ in the mice with blood deficiency induced by compound method of bleeding, @DISEASE@ and exhausting].
Negative	Furthermore, using the MCF-7 xenograft mouse model, there were no significant changes between the @FORMULA@ (1.3-3.9 gm/kg) + Tam groups and the Tam-alone group in terms of @DISEASE@ weight and the protein expression levels of AKT, ERK, P38, and p27 (Kip1).
Treatment of Disease	CONCLUSION: Regardless of the dose and concentration used, @FORMULA@ significantly improved @DISEASE@-related outcomes in animal models.
Treatment of Disease	CONCLUSIONS: The therapeutic effect of @FORMULA@ on @DISEASE@ is at least partially through regulation of the secretion of some inflammatory cytokines and improvement of TJ integrity via TLR4/NF-kappaB/MLCK pathway.
Treatment of Disease	CONCLUSION: @FORMULA@ has the pharmacological effect on relieving @DISEASE@ in CM model rats, possibly by affecting central and peripheral 5-HT.
Association	CONCLUSION: @FORMULA@ has the pharmacological effect on relieving hyperalgesia in @DISEASE@ model rats, possibly by affecting central and peripheral 5-HT.
Negative	However, given the high risk of bias among the trials, we could not conclude that @FORMULA@ was beneficial to patients with @DISEASE@.
Treatment of Disease	CONCLUSIONS: @FORMULA@ can relieve liver depression, invigorate spleen and invigorate blood circulation, reduce @DISEASE@, inflammatory stimulation and supplement blood volume after operation, and significantly reduce the incidence of delirium after operation.
Treatment of Disease	CONCLUSIONS: @FORMULA@ can relieve liver depression, invigorate spleen and invigorate blood circulation, reduce pain, @DISEASE@ stimulation and supplement blood volume after operation, and significantly reduce the incidence of delirium after operation.
Treatment of Disease	CONCLUSIONS: @FORMULA@ can relieve liver depression, invigorate spleen and invigorate blood circulation, reduce pain, inflammatory stimulation and supplement blood volume after operation, and significantly reduce the incidence of @DISEASE@ after operation.
Treatment of Disease	CONCLUSION: Our findings suggest that high-dose @FORMULA@ improves weight-bearing asymmetry, decreases @DISEASE@, and reduces levels of TNF-alpha and IL-1beta in the affected joint in ACLT-induced KOA rats.
Association	CONCLUSION: Our findings suggest that high-dose @FORMULA@ improves weight-bearing asymmetry, decreases bone loss, and reduces levels of TNF-alpha and IL-1beta in the affected joint in ACLT-induced @DISEASE@ rats.
Treatment of Disease	CONCLUSION: The findings suggest that @FORMULA@ has a good antipyretic effect on LPS-induced @DISEASE@ in rats, which may be closely related to the inhibition of MAPK signaling pathway.
Treatment of Disease	@FORMULA@ promotes potent inhibitory activity for @DISEASE@ by decreasing VEGF, FGF2, and PAI-1 levels.
Association	According to the association rule, the most common prescribed pattern of 2-drug combination of CHM for treating @DISEASE@ was @FORMULA@ plus Ma-zi-ren-wan, while the 3-drug combination of CHM was Fang-feng-tong-sheng-san, Rheum palmatum and Ma-zi-ren-wan.
Association	According to the association rule, the most common prescribed pattern of 2-drug combination of CHM for treating @DISEASE@ was Ban-xia-xie-xin-tang plus @FORMULA@, while the 3-drug combination of CHM was Fang-feng-tong-sheng-san, Rheum palmatum and Ma-zi-ren-wan.
Association	According to the association rule, the most common prescribed pattern of 2-drug combination of CHM for treating @DISEASE@ was Ban-xia-xie-xin-tang plus Ma-zi-ren-wan, while the 3-drug combination of CHM was @FORMULA@, Rheum palmatum and Ma-zi-ren-wan.
Treatment of Disease	RESULT: @FORMULA@ reduce blood viscidity of the rats, reduce the @DISEASE@ of the murine, and promote the microcirculation of the uterus in rats.
Treatment of Disease	CONCLUSION: @FORMULA@ may prevent the development of @DISEASE@, perhaps by inhibiting the generation and release of the inflammatory response factors TNF-alpha, IL-1, IL-2, IL-6, and IL-8.
Treatment of Disease	These data revealed the therapeutic effect of @FORMULA@-treated rat serum on @DISEASE@.
Treatment of Disease	CONCLUSIONS: @FORMULA@ (SST or Xiao Chai Hu Tang) may improve @DISEASE@ in selected hepatitis C patients who are not candidates for interferon based treatment.
Association	CONCLUSIONS: @FORMULA@ (SST or Xiao Chai Hu Tang) may improve liver pathology in selected @DISEASE@ patients who are not candidates for interferon based treatment.
Treatment of Disease	CONCLUSION: Chinese herb medicine @FORMULA@ has neuroprotective effects on @DISEASE@ after focal cerebral ischemia in mice.
Association	CONCLUSION: Chinese herb medicine @FORMULA@ has neuroprotective effects on chronic brain injury after @DISEASE@ in mice.
Cause of Side-effect	We diagnosed that the administration of @FORMULA@ was the responsible medication because the @DISEASE@ developed immediately after drug ingestion and resolved after the cessation of such medication with no subsequent recurrence.
Treatment of Disease	The expression of ER-alpha mRNA, but not ER-beta mRNA was suppressed by @FORMULA@ or Shimotsu-to in an @DISEASE@ cell line.
Treatment of Disease	The expression of ER-alpha mRNA, but not ER-beta mRNA was suppressed by Juzen-taiho-to or @FORMULA@ in an @DISEASE@ cell line.
Treatment of Disease	The present study shows that @FORMULA@ has a therapeutic effect on @DISEASE@, in part, through down-regulation of KDM7A and Wnt/beta-catenin pathway.
Cause of Side-effect	Resuming @FORMULA@ without physician approval resulted in @DISEASE@ and after cessation the symptoms rapidly subsided.
Treatment of Disease	Taken together, it provides reliable experimental evidence and explains the molecular mechanism of @FORMULA@ for the treatment of patients with @DISEASE@.
Treatment of Disease	CONCLUSION: The pharmacokinetic behaviors of baicalin and wogonoside (especially the systemic exposure [AUCs] of baicalin and wogonoside) were significantly altered in @DISEASE@ rats after orally administrated @FORMULA@ extract.
Treatment of Disease	These findings indicated that other herbs in @FORMULA@ could have a protective effect against cinnabar- and realgar-induced @DISEASE@ and renal damage via modulating the disordered homeostasis of the glycerophospholipid, arachidonic acid, linoleic acid, ether lipid, and sphingolipid metabolism.
Treatment of Disease	These findings indicated that other herbs in @FORMULA@ could have a protective effect against cinnabar- and realgar-induced hepatic and @DISEASE@ via modulating the disordered homeostasis of the glycerophospholipid, arachidonic acid, linoleic acid, ether lipid, and sphingolipid metabolism.
Treatment of Disease	These findings indicated that other herbs in @FORMULA@ could have a protective effect against cinnabar- and realgar-induced hepatic and renal damage via modulating the @DISEASE@.
Treatment of Disease	Collectively, our findings demonstrated that @FORMULA@ mitigated @DISEASE@ in CKD rats which were associated with the restoration of dysbiosis of intestinal microbiota, implying its potential in clinical CKD treatment.
Treatment of Disease	Collectively, our findings demonstrated that @FORMULA@ mitigated kidney functional and structural impairment in CKD rats which were associated with the restoration of @DISEASE@ of intestinal microbiota, implying its potential in clinical CKD treatment.
Treatment of Disease	Collectively, our findings demonstrated that @FORMULA@ mitigated kidney functional and structural impairment in CKD rats which were associated with the restoration of dysbiosis of intestinal microbiota, implying its potential in clinical @DISEASE@ treatment.
Treatment of Disease	CONCLUSION: @FORMULA@ might promote Treg cell apoptosis in the @DISEASE@ microenvironment and further inhibit the tumor growth of 4T1 mouse breast cancer.
Treatment of Disease	CONCLUSION: @FORMULA@ might promote Treg cell apoptosis in the tumor microenvironment and further inhibit the tumor growth of 4T1 mouse @DISEASE@.
Treatment of Disease	Thus, the established method was sensitive enough and successfully applied to the determination of seven effective components in plasma taken from 24 high fat-induced @DISEASE@ rats after oral administration of three dosages of @FORMULA@.
Treatment of Disease	In conclusion, this study demonstrated that the Kampo prescriptions, consisting mainly of @FORMULA@, retarded the progression of @DISEASE@.
Treatment of Disease	CONCLUSIONS: @FORMULA@ can regulate the structure and function of the intestinal flora, alter expression levels of certain metabolic pathways, and has the potential to treat @DISEASE@.
Treatment of Disease	CONCLUSIONS: Purgation therapy with @FORMULA@ could reduce the stimulation of pathogenic factors on hepatocytes, protect the tissues and organs from @DISEASE@ caused by excessive inflammatory reaction.
Association	CONCLUSIONS: Purgation therapy with @FORMULA@ could reduce the stimulation of pathogenic factors on hepatocytes, protect the tissues and organs from injury caused by @DISEASE@ reaction.
Association	CONCLUSION: @FORMULA@ down-regulated the expressions of PDGFra, PDGFrb, PDGFb, PDGFd, COL1A1, COL1A2, COL5A2 and THBS1, and TGF-beta and PDGF signaling pathways in the DMN-induced @DISEASE@ in rats.
Treatment of Disease	CONCLUSION: The potential mechanisms and therapeutic effects of @FORMULA@ on @DISEASE@ may be attributed to the regulation of cardiac inflammation and fibrosis.
Treatment of Disease	CONCLUSION: The potential mechanisms and therapeutic effects of @FORMULA@ on hypertension may be attributed to the regulation of @DISEASE@ and fibrosis.
Treatment of Disease	CONCLUSION: The potential mechanisms and therapeutic effects of @FORMULA@ on hypertension may be attributed to the regulation of cardiac inflammation and @DISEASE@.
Treatment of Disease	In summary, @FORMULA@ may possess a beneficial effect on cardiac function by improving the @DISEASE@ microenvironment and by decreasing mitochondrial fission after MI.
Association	In summary, @FORMULA@ may possess a beneficial effect on cardiac function by improving the local ischemic microenvironment and by decreasing mitochondrial fission after @DISEASE@.
Treatment of Disease	RESULTS: We found that @FORMULA@ reduced @DISEASE@ size and weight, as well as significantly decreased cell viability both in vivo and in vitro.
Association	CONCLUSION: @FORMULA@ inhibited the expression of PD-L1 through multi-target and multi-pathway regulation of major oncogenes in @DISEASE@, thus effect cell proliferation and apoptosis.
Treatment of Disease	CONCLUSION: The pharmacological mechanisms of ingredients from @FORMULA@ on @DISEASE@ may be strongly associated with their modulatory effects on apoptosis, autophagy, cell cycle progression, and cell proliferation.
Treatment of Disease	These results suggest that @FORMULA@ has inhibitory effects on the development of @DISEASE@ formation in spontaneous FH model rabbits.
Association	These results suggest that @FORMULA@ has inhibitory effects on the development of atheromatous plaque formation in @DISEASE@ model rabbits.
Treatment of Disease	This paper reviews the mechanism of @FORMULA@ for the treatment of @DISEASE@.
Treatment of Disease	CONCLUSION: Early application of @FORMULA@ on the base of enteral nutritional therapy can lessen the degree of post-operational stress and @DISEASE@, and enhance the immune function of patients.
Treatment of Disease	CONCLUSIONS: @FORMULA@ can inhibit the formation of @DISEASE@ in HCC cells in vitro possibly by inhibiting the RhoA/ROCK pathways and the expressions of VE-cadherin and PI3K.
Association	CONCLUSIONS: @FORMULA@ can inhibit the formation of VM in @DISEASE@ cells in vitro possibly by inhibiting the RhoA/ROCK pathways and the expressions of VE-cadherin and PI3K.
Treatment of Disease	Taken together, it was demonstrated in this study that @FORMULA@ exerted a cardioprotective effect against pressure overload induced @DISEASE@ via inactivation of Tgf-beta/Smads and MAPKs signaling triggered fibrosis.
Treatment of Disease	Taken together, it was demonstrated in this study that @FORMULA@ exerted a cardioprotective effect against pressure overload induced cardiac remodeling via inactivation of Tgf-beta/Smads and MAPKs signaling triggered @DISEASE@.
Treatment of Disease	CONCLUSIONS: Our findings collectively suggest that @FORMULA@ has anti-inflammatory activity and antibacterial activity against H. pylori and could be an alternative to antibiotics for preventing @DISEASE@.
Treatment of Disease	This study unveils novel molecular mechanism by which @FORMULA@ controls @DISEASE@ cell growth.
Treatment of Disease	CONCLUSIONS: Results indicated that @FORMULA@ exerted a protective effect on CPZ-induced @DISEASE@.
Treatment of Disease	This study demonstrates that @FORMULA@ has preventive effects on LPS-induced @DISEASE@ by regulating inflammatory responses as an alternative for treating lung diseases.
Treatment of Disease	This study demonstrates that @FORMULA@ has preventive effects on LPS-induced ALI by regulating @DISEASE@ as an alternative for treating lung diseases.
Treatment of Disease	This study demonstrates that @FORMULA@ has preventive effects on LPS-induced ALI by regulating inflammatory responses as an alternative for treating @DISEASE@.
Treatment of Disease	@FORMULA@ increased the expression of aquaporin in the intestinal tract, reduced the water content of stool by promoting the absorption of water in the intestinal tract, inhibited the expression of aquaporin and its regulatory factors in nephridia tissue, and reduced the reabsorption of water to increase urine volume, to decrease the occurrence of @DISEASE@.
Treatment of Disease	CONCLUSION: @FORMULA@ enema and external use of Glauber's salt combined with routine non-operative conservative treatment can decrease the intra-abdominal pressure (IAP) of SAP patients and have preventive and therapeutic effects on @DISEASE@ of SAP.
Association	CONCLUSION: @FORMULA@ enema and external use of Glauber's salt combined with routine non-operative conservative treatment can decrease the intra-abdominal pressure (IAP) of SAP patients and have preventive and therapeutic effects on abdominal compartment syndrome of @DISEASE@.
Association	CONCLUSION: Matter by 70% ethanol with @FORMULA@ can intervene the ocurrence of the multi-drug resistance of @DISEASE@ cells by regulating the biology gene.
Treatment of Disease	The protective effect of @FORMULA@ against @DISEASE@ might be associated with MAPK/NF-small ka, CyrillicB pathway.
Cause of Side-effect	CONCLUSION: The @DISEASE@ of @FORMULA@ is correlated with the dose of A. manshriensis and the time of administration.
Treatment of Disease	This systematic review provided the evidences that TCM formulas combined with SSRIs might be helpful and safe in the treatment of @DISEASE@ of PD, including @FORMULA@.
Association	This systematic review provided the evidences that TCM formulas combined with SSRIs might be helpful and safe in the treatment of depression of @DISEASE@, including @FORMULA@.
Association	RESULTS: The content of MET in the @FORMULA@ group was significantly lower than that in the @DISEASE@ group (P < 0.01).
Treatment of Disease	CONCLUSION: The conclusion of this systematic review will provide evidence to judge whether @FORMULA@ is an effective therapeutic intervention for patient with @DISEASE@.
Treatment of Disease	These results provide direct evidence that @FORMULA@ can ameliorate @DISEASE@-like behaviors by inhibiting liver-brain inflammation axis.
Treatment of Disease	These results provide direct evidence that @FORMULA@ can ameliorate depressive-like behaviors by inhibiting @DISEASE@ axis.
Treatment of Disease	In this paper, we critically review the clinical data available (to date) in order to assess the efficacy of @FORMULA@ in inducing ovulation in several types of @DISEASE@.
Treatment of Disease	CONCLUSIONS @FORMULA@ is able to regulate glycometabolism-related, lipid metabolism-related, @DISEASE@-related, oxidative stress-related signaling pathways, and biological processes and targets, which suggests that SMP may have a therapeutic effect on DCM.
Treatment of Disease	CONCLUSIONS SMP is able to regulate glycometabolism-related, lipid metabolism-related, inflammatory response-related, oxidative stress-related signaling pathways, and biological processes and targets, which suggests that @FORMULA@ may have a therapeutic effect on @DISEASE@.
Treatment of Disease	@FORMULA@ could be a potent inhibitor in the pathogenesis of @DISEASE@.
Treatment of Disease	This review discusses the properties of @FORMULA@ with regards to the treatment of @DISEASE@ and suggests the side effects of Sho-saiko-to.
Treatment of Disease	CONCLUSION: The effect of @FORMULA@ in treating @DISEASE@ was probably associated with its improvement of PI-3K p85 mRNA and protein expressions in skeletal muscle and adipose tissue of the T2DM rats.
Association	CONCLUSION: These data suggest that severe NV in @DISEASE@ is inhibited by @FORMULA@ treatment.
Treatment of Disease	CONCLUSION: These data suggest that @DISEASE@ in OIR is inhibited by @FORMULA@ treatment.
Treatment of Disease	CONCLUSIONS: The findings of the present study provide evidence that @FORMULA@ may serve as a novel target for potential therapeutic treatment of @DISEASE@.
Association	Medical practitioners prescribing @FORMULA@ should take into account the association between licorice, which is its main ingredient, and @DISEASE@.
Treatment of Disease	[Antipyretic effect of active components of @FORMULA@ and its correlation with pharmacokinetics in @DISEASE@ rats].
Association	It was speculated that the progression of interstitial pneumonia in the present case may have been caused by @DISEASE@ in combination with @FORMULA@-induced lung injury.
Cause of Side-effect	It was speculated that the progression of interstitial pneumonia in the present case may have been caused by HCV in combination with @FORMULA@-induced @DISEASE@.
Cause of Side-effect	It was speculated that the progression of @DISEASE@ in the present case may have been caused by HCV in combination with @FORMULA@-induced lung injury.
Treatment of Disease	Based on our study, @FORMULA@ could be useful in the management of @DISEASE@ as chemoprevention and chemotherapy remedy.
Treatment of Disease	Therefore, a new reliable method for rapidly recognizing and optimizing the effective constituents of @FORMULA@ treating @DISEASE@ was established.
Cause of Side-effect	Patients 2 was though to have a typical case of @FORMULA@-induced @DISEASE@, patient 1 was thought to have fulminating variant of this disease.
Treatment of Disease	Clinical effects of @FORMULA@ in the treatment of @DISEASE@: a systematic review and meta-analysis.
Treatment of Disease	Together, these results suggest that @FORMULA@ contains effective constituents and alleviates @DISEASE@ with LDSDS by regulating AMPA-type glutamate receptor homeostasis in amygdala and hippocampus.
Treatment of Disease	CONCLUSIONS: @FORMULA@ alleviated the symptoms of @DISEASE@ by upregulating the production of ghrelin, CCK and VIP and by increasing the levels of these neuropeptides in circulation.
